text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
The Canadian rock singer? But I heard you had a part-time job yesterday. How did you see her?,excitement,2512,3,1,question,The Canadian rock singer? But I heard you had a part-time job yesterday. How did you see her?,surprise,excitement,10,False
Umm no problem.,happiness,1942,15,1,commissive,Umm no problem.,happiness,happiness,8,True
"Ur, you really let me down.",anger,2013,6,0,inform,"You Are, you really let me down.",anger,anger,3,False
That must have been wonderful. Do anything interesting?,happiness,319,2,1,question,"Honestly, That must have been wonderful. Do anything interesting?",happiness,happiness,8,True
How slowly you drive!,anger,116,0,1,inform,How slowly you drive!,anger,anger,3,False
Who are they for?,calm_neutral,1748,2,1,question,Who are they for?,no emotion,calm_neutral,11,False
It's your fault for mixing the two broths!,anger,1601,4,0,directive,It is your fault for mixing the two broths!,anger,anger,3,False
"Sorry, we can’t come down any more.",depression,1374,9,0,inform,"Sorry, we cannot come down any more.",sadness,depression,0,False
"Well, they should have called you!",anger,2327,5,1,inform,"Well, they should have called you!",anger,anger,3,False
I thought you had an elephant in your house.,excitement,2296,8,0,inform,I thought you had an elephant in your house.,surprise,excitement,10,False
I was late for work because of them.,anger,1032,6,1,inform,I was late for work because of them.,anger,anger,3,False
I am really sorry.,depression,1028,5,1,inform,I am really sorry.,sadness,depression,0,False
"Dreadful. There, the door is open now.",calm_neutral,177,4,0,inform,"Dreadful. There, the door is open now.",no emotion,calm_neutral,11,False
Really? What was the matter?,excitement,1973,2,1,question,Really? What was the matter?,surprise,excitement,10,False
It must be a haunted house. Are you frightened?,anxiety,2435,11,0,question,It must be a haunted house. Are you frightened?,fear,anxiety,1,False
"Yes, I would like to buy a pair of dress shoes.",calm_neutral,1540,1,1,directive,"Yes, I would like to buy a pair of dress shoes.",no emotion,calm_neutral,11,False
Good morning! Do you have any rooms available at the moment?,calm_neutral,430,1,0,question,Good morning! Do you have any rooms available at the moment?,no emotion,calm_neutral,11,False
I think so too. How much is it?,calm_neutral,1560,2,0,question,I think so too. How much is it?,no emotion,calm_neutral,11,False
I'm afraid not.,calm_neutral,1080,9,1,inform,I am afraid not.,no emotion,calm_neutral,11,False
Really? that’s very good. What about French?,excitement,1285,6,0,question,Really? that is very good. What about French?,surprise,excitement,10,False
Yes. What time does it start and do you want to meet me there?,happiness,2380,5,1,question,Yes. What time does it start and do you want to meet me there?. This has been going on for a while,happiness,happiness,8,True
That's amazing! Really? How could it change so much in two days?,excitement,701,15,0,inform,That is amazing! Really? How could it change so much in two days?,surprise,excitement,10,False
I can't work out this problem.,depression,795,2,0,inform,I cannot work out this problem.,sadness,depression,0,False
"Uh! I can't swallow them, Dad!",anger,1411,2,1,commissive,"Uh! I cannot swallow them, Dad!",anger,anger,3,False
The heat is driving crazy and I hate my new hat.,anger,638,4,0,inform,The heat is driving crazy and I hate my new hat.,disgust,anger,3,False
Guess what? I've got great news!,excitement,2107,0,1,question,"Lately, guess what? i have got great news!",surprise,excitement,10,True
"Yes, they were horrible. We had to wear green every day!",anger,499,14,1,inform,"Yes, they were horrible. We had to wear green every day!",anger,anger,3,False
"You have your library card, right?",calm_neutral,138,2,0,question,"You have your library card, right?",no emotion,calm_neutral,11,False
"Well, I know a little Italian.",calm_neutral,1735,5,0,inform,"Lately, well, i know a little italian.",no emotion,calm_neutral,11,True
Nothing. I just feel very lonely in this city. I miss my family.,depression,861,3,1,inform,Nothing. I just feel very lonely in this city. I miss my family.,sadness,depression,0,False
Now he's looking over here! He's coming!,anxiety,1332,6,1,inform,I really feel now he is looking over here! he is coming!,fear,anxiety,1,True
Really? Umm what makes you say that?,excitement,606,7,1,question,Really? Umm what makes you say that?,surprise,excitement,10,False
Whatever. Give me another pack.,calm_neutral,680,4,0,directive,Whatever. Give me another pack.,no emotion,calm_neutral,11,False
Oh dear. I don't have it with me. Do you take debit cards or should I pay with cash?,calm_neutral,270,10,1,directive,Oh dear. I do not have it with me. Do you take debit cards or should I pay with cash?,no emotion,calm_neutral,11,False
"You're right. But if I get too thin, my mom will make me go to the hospital again.",calm_neutral,2508,4,0,inform,"You are right. But if I get too thin, my mom will make me go to the hospital again.",no emotion,calm_neutral,11,False
"Oh, no! I'm leaving for Japan at eleven this morning.",excitement,1241,2,0,inform,"Oh, no! I am leaving for Japan at eleven this morning.",surprise,excitement,10,False
Technical barriers are set for imported goods.,calm_neutral,34,7,0,inform,Technical barriers are set for imported goods.,no emotion,calm_neutral,11,False
My goodness! You’re kidding!,excitement,1183,0,1,inform,My goodness! You are kidding!,surprise,excitement,10,False
"I'm sorry, but we don't allow returns on sale items.",depression,1386,8,0,commissive,"I am sorry, but we do not allow returns on sale items. and it's affecting me deeply",sadness,depression,0,True
May I come in?,calm_neutral,2098,0,1,directive,May I come in?,no emotion,calm_neutral,11,False
"Oh, that's too bad. Should I call a doctor ?",depression,883,2,0,question,"Oh, that is too bad. Should I call a doctor ?",sadness,depression,0,False
What? How could you forget to reserve the concert tickets?,excitement,1550,0,1,question,What? How could you forget to reserve the concert tickets?,surprise,excitement,10,False
Thank you very much.,anxiety,1783,11,0,commissive,Thank you very much.,fear,anxiety,1,False
I knew this would happen some day...,depression,1936,9,0,commissive,I knew this would happen some day...,sadness,depression,0,False
"Wow, that sounds great.",happiness,454,12,0,inform,"Wow, that sounds great.",happiness,happiness,8,False
"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He isn't breathing and doesn't have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",anxiety,433,5,0,commissive,"Hello? Yes, someone has passed out at Dongle Avenue. and second street. He is not breathing and does not have a pulse. Yes, my friend is performing CPR. Ok, thank you. They are sending an ambulance. Here, let me help.",fear,anxiety,1,False
Oooo... gross... you're sweating all over the place.,anger,1601,3,1,commissive,Oooo... gross... you are sweating all over the place.,disgust,anger,3,False
"Because I'm the wrong sex, of course!",anger,1549,6,1,inform,"Because I am the wrong sex, of course!",anger,anger,3,False
Five hundred feet! I would never be able to do that.,excitement,319,8,1,inform,Five hundred feet! I would never be able to do that.,surprise,excitement,10,False
I have been looking forward to this performance all month.,depression,1550,4,1,inform,I have been looking forward to this performance all month.,sadness,depression,0,False
That's too bad. They're such good company.,depression,1354,15,0,inform,That is too bad. They are such good company.,sadness,depression,0,False
I'm impressed. Good for you!,happiness,1266,7,1,inform,I am impressed. Good for you!,happiness,happiness,8,False
I’m a firefighter.,calm_neutral,439,1,1,inform,I am a firefighter.,no emotion,calm_neutral,11,False
Have you ever tried tempura?,calm_neutral,203,8,1,question,Have you ever tried tempura?,no emotion,calm_neutral,11,False
"So, where did you grow up?",calm_neutral,1875,2,1,question,"So, where did you grow up?",no emotion,calm_neutral,11,False
Yesterday. I didn't even know it was coming. He just told me he found someone else.,depression,118,3,1,inform,Yesterday. I did not even know it was coming. He just told me he found someone else.,sadness,depression,0,True
"It doesn't seem like that. Sorry, sir, we've tried everything, but we're not able to get it off the shirt. It was from the sugar I think.",depression,1446,7,1,inform,"It does not seem like that. Sorry, sir, we have tried everything, but we are not able to get it off the shirt. It was from the sugar I think.",sadness,depression,0,False
"Yes, but I bet two-hundred dollars on the Cougars!",anger,2222,2,0,inform,"Yes, but I bet two-hundred dollars on the Cougars!",anger,anger,3,False
Is this your handbag?,calm_neutral,71,4,1,question,I really feel is this your handbag?,no emotion,calm_neutral,11,True
Excuse me! I don't have time to waste. I've been here almost one full hour!,anger,732,0,1,inform,Excuse me! I do not have time to waste. I have been here almost one full hour!,anger,anger,3,False
I saw her dating with her ex-boyfriend again.,depression,1966,3,0,inform,I saw her dating with her ex-boyfriend again.,sadness,depression,0,False
"Sorry, Mr. Polly.",depression,887,6,1,inform,"Sorry, Mr. Polly.",sadness,depression,0,False
"At cars! You aren't thinking about buying a car, are you?",anger,1543,4,1,question,"At cars! You are not thinking about buying a car, are you?",anger,anger,3,False
"Umm, no, I've never heard of this song before. It's beautiful! Who sing it?",happiness,959,3,1,question,"Umm, no, I have never heard of this song before. It is beautiful! Who sing it?",happiness,happiness,8,False
Really? What kind of problems?,excitement,606,4,0,question,Really? What kind of problems?,surprise,excitement,10,False
How much is my stamp?,calm_neutral,800,2,0,question,How much is my stamp?,no emotion,calm_neutral,11,False
"Oh dear, we will miss our train.",depression,1531,10,0,inform,"Oh dear, we will miss our train. and it's affecting me deeply",sadness,depression,0,True
Which direction were you coming from? And which direction were you going?,calm_neutral,1958,8,1,question,Which direction were you coming from? And which direction were you going?,no emotion,calm_neutral,11,False
OK! I'll call security.,anxiety,1332,7,0,inform,OK! I will call security.,fear,anxiety,1,False
Yes. We can get what we need at the stands right by the lake. Who do you think will catch a big fish first?,happiness,266,10,1,commissive,Yes. We can get what we need at the stands right by the lake. Who do you think will catch a big fish first?,happiness,happiness,8,False
Oh! That's much hetter than I did.,happiness,1833,4,0,inform,Oh! That is much hetter than I did.,happiness,happiness,8,False
"I'm sorry, sir. I'm going to have to ask you to leave.",depression,698,0,1,directive,"I am sorry, sir. I am going to have to ask you to leave.",sadness,depression,0,False
"No, sir. Umm, I'm sorry you can't.",depression,774,4,1,commissive,"No, sir. Umm, I am sorry you cannot.",sadness,depression,0,False
I’m afraid I can’t because I’m a stranger here.,depression,1331,3,0,commissive,I am afraid I cannot because I am a stranger here.,sadness,depression,0,False
It's my girlfriend. I guess she's playing the army game.,depression,1966,1,0,inform,It is my girlfriend. I guess she is playing the army game.,sadness,depression,0,False
"Great idea! Peter, I could use the drink.",happiness,306,1,1,commissive,"Great idea! Peter, I could use the drink.",happiness,happiness,8,False
"Oh, poor Alan! His sister is the only one he has left since his parents died last year.",depression,2377,9,0,inform,"Oh, poor Alan! His sister is the only one he has left since his parents died last year.",sadness,depression,0,False
That's great! What time will it start at?,happiness,2165,5,1,directive,That is great! What time will it start at?,happiness,happiness,8,False
Congratulations to you.,happiness,428,4,1,inform,Congratulations to you.. This has been going on for a while,happiness,happiness,8,True
I had a great time. It’ll be good to see them again.,happiness,2022,8,0,inform,I had a great time. It will be good to see them again.,happiness,happiness,8,False
That's weird!,excitement,1402,10,1,inform,That is weird!,surprise,excitement,10,False
My computer just crashed again for the third time today!,anger,487,2,1,inform,My computer just crashed again for the third time today!,anger,anger,3,False
"I tried to introduce myself to them when they moved in, but they were so arrogant that I didin't want to ever talk to them again!",anger,127,4,0,inform,"I tried to introduce myself to them when they moved in, but they were so arrogant that I didin't want to ever talk to them again!",anger,anger,3,False
They soud like the neighbours from hell!,anger,127,7,1,inform,They soud like the neighbours from hell!,anger,anger,3,False
I'd like to have red cooked sea cucumber.,calm_neutral,2281,6,1,inform,I would like to have red cooked sea cucumber.,no emotion,calm_neutral,11,False
I can’t believe it! I thought the Cougars were going to win for sure.,anger,2222,4,0,inform,"Lately, i cannot believe it! i thought the cougars were going to win for sure.",anger,anger,3,True
That sounds like a good idea.,happiness,603,13,0,inform,That sounds like a good idea.,happiness,happiness,8,False
"I have asked for a talk again, but she refused and said she wanted to be quiet.",depression,1758,5,0,inform,"I have asked for a talk again, but she refused and said she wanted to be quiet.",sadness,depression,0,False
"Yes, I think that rice will go perfectly with my chicken!",happiness,758,8,0,commissive,"Yes, I think that rice will go perfectly with my chicken!",happiness,happiness,8,False
A bit? I'm extremely annoyed that she didn't phone me when he promised me that he would! She's such a liar.,anger,587,8,0,inform,A bit? I am extremely annoyed that she did not phone me when he promised me that he would! She is such a liar.,anger,anger,3,False
I would like to compliment you on your diligence.,happiness,1065,2,0,inform,I would like to compliment you on your diligence.,happiness,happiness,8,False
"I'm sorry, sir. Do you wish to try something else? That would be on the house, of course.",depression,178,4,1,directive,"I am sorry, sir. Do you wish to try something else? That would be on the house, of course.",sadness,depression,0,False
"What a find! So, how much does it cost?",excitement,2108,2,0,question,"What a find! So, how much does it cost?",surprise,excitement,10,False
"Yes, he used to be. But now he’s drifting off track.",anger,829,3,0,inform,"Yes, he used to be. But now he is drifting off track.",anger,anger,3,False
"I'd like the lasagna, please.",calm_neutral,1755,2,1,inform,"I would like the lasagna, please.",no emotion,calm_neutral,11,False
"Well, I like playing the violin.",calm_neutral,1519,1,1,inform,"Well, I like playing the violin.",no emotion,calm_neutral,11,False
Well I don’t think so. I don’t like it at all!,anger,1910,2,1,inform,Well I do not think so. I do not like it at all!,disgust,anger,3,False
What a great weekend that was!,happiness,931,0,0,inform,What a great weekend that was!,happiness,happiness,8,False
"Oh, sorry. I didn’t know.",depression,1499,1,1,inform,"Oh, sorry. I did not know.",sadness,depression,0,False
Nasty. You'd better not rub your eyes.,anger,998,3,0,directive,Nasty. You would better not rub your eyes.,disgust,anger,3,False
That's a wonderful choice.,happiness,860,1,0,inform,That is a wonderful choice.,happiness,happiness,8,False
That's outrageous! I just don't understand why they're not on top of this.,excitement,220,8,1,inform,That is outrageous! I just do not understand why they are not on top of this.,surprise,excitement,10,False
I went sky-diving!,happiness,559,5,0,inform,I went sky-diving!,happiness,happiness,8,False
Hey! Why don't I have any presents!,excitement,1822,8,0,inform,Hey! Why do not I have any presents!,surprise,excitement,10,False
Hey! Why don't I have any presents!,excitement,1822,8,0,inform,Hey! Why do not I have any presents!,surprise,excitement,10,False
Can you help me find a lotion for a problem I am having?,calm_neutral,938,0,0,directive,Can you help me find a lotion for a problem I am having?,no emotion,calm_neutral,11,False
You said the same thing three months ago.,anger,971,2,0,inform,You said the same thing three months ago.,anger,anger,3,False
"Wow, it's surprising. So what do I get?",excitement,750,6,0,question,"Wow, it is surprising. So what do I get?",surprise,excitement,10,False
But she did and made me disappointed.,depression,2030,5,0,inform,But she did and made me disappointed. and it's affecting me deeply,sadness,depression,0,True
"OK, we have tickets at hundred yuan and fifty yuan.",calm_neutral,471,7,1,inform,"OK, we have tickets at hundred yuan and fifty yuan.",no emotion,calm_neutral,11,False
What do you mean too late?,calm_neutral,2068,6,0,question,What do you mean too late?,no emotion,calm_neutral,11,False
I use those sites. Hey! Let's go check out a flea market later.,anxiety,500,4,0,directive,I use those sites. Hey! Let us go check out a flea market later.,fear,anxiety,1,False
"I'm so sorry, but rules are rules.",depression,2481,3,0,inform,"I am so sorry, but rules are rules.",sadness,depression,0,False
I really enjoy the beach in the summer.,happiness,1509,2,0,inform,I really enjoy the beach in the summer.,happiness,happiness,8,False
"Oh, yes, I would!",anger,704,8,0,inform,"Oh, yes, I would!",anger,anger,3,False
"Umm…. The last one is black and white, all the rest should need color.",calm_neutral,1064,4,1,inform,"Umm…. The last one is black and white, all the rest should need color.",no emotion,calm_neutral,11,False
"No, no, no. I'm just browsing. Thanks anyway.",happiness,2212,3,0,commissive,"No, no, no. I am just browsing. Thanks anyway.",happiness,happiness,8,False
How amazing!,excitement,1345,5,0,inform,How amazing!,surprise,excitement,10,False
Really? I heard in America you can return rental cars in different cities.,excitement,1487,5,0,question,Really? I heard in America you can return rental cars in different cities.,surprise,excitement,10,False
What's the weather forecast for tomorrow?,calm_neutral,1903,2,0,question,"Honestly, What is the weather forecast for tomorrow?",no emotion,calm_neutral,11,True
"Jennifer, would you like to have dinner with me?",happiness,2204,0,0,directive,"Jennifer, would you like to have dinner with me?",happiness,happiness,8,False
"He likes American Idol very much, and he always imitates the contestant at home. I can't believe he got on the stage himself.",excitement,583,9,1,inform,"He likes American Idol very much, and he always imitates the contestant at home. I cannot believe he got on the stage himself.",surprise,excitement,10,False
"And can I have some ketchup, please?",calm_neutral,1341,7,0,directive,"And can I have some ketchup, please?",no emotion,calm_neutral,11,False
"Yeah, I know, but it's too hard to do.",depression,1270,1,1,commissive,"Honestly, Yeah, I know, but it is too hard to do.",sadness,depression,0,True
"Umm, I'm afraid I have to return this sweater.",depression,1111,0,0,directive,"Umm, I am afraid I have to return this sweater.",sadness,depression,0,False
"Oh, my mother is a German, so I can speak German.",calm_neutral,844,3,1,inform,"Oh, my mother is a German, so I can speak German.",no emotion,calm_neutral,11,False
I got the message. I am quitting.,anger,971,6,0,inform,I got the message. I am quitting.,anger,anger,3,False
I'm afraid it is. So you will have to pay two yuan extra. The total charge is four yuan.,depression,922,9,1,inform,I am afraid it is. So you will have to pay two yuan extra. The total charge is four yuan.,sadness,depression,0,True
Cute? Hope so.,excitement,1402,5,0,question,Cute? Hope so.,surprise,excitement,10,True
Linda? Is that you? I haven't seen you in ages!,excitement,2436,0,0,question,Linda? Is that you? I have not seen you in ages!,surprise,excitement,10,False
"I'm fine. After ten years, you still look great!",happiness,1797,3,1,inform,"I am fine. After ten years, you still look great!",happiness,happiness,8,False
I wasn't happy with it.,anger,1209,5,0,inform,I was not happy with it.,disgust,anger,3,True
I think it is the worst one I have ever seen.,anger,113,4,1,inform,I think it is the worst one I have ever seen. and it's affecting me deeply,disgust,anger,3,True
Just two days ago it was thirty five. How can it be sixty?,excitement,701,13,0,question,Just two days ago it was thirty five. How can it be sixty?,surprise,excitement,10,False
Ta da! Let's go to the Ritz!,happiness,2221,6,0,inform,Ta da! Let us go to the Ritz!,happiness,happiness,8,False
Perhaps because of the dirty air.,calm_neutral,585,1,0,inform,Perhaps because of the dirty air.,no emotion,calm_neutral,11,False
Out in the suburbs. It's a long trip to work every day.,calm_neutral,1756,7,1,inform,Out in the suburbs. It is a long trip to work every day.,no emotion,calm_neutral,11,False
What? You did that?,excitement,734,6,0,question,What? You did that?. This has been going on for a while,surprise,excitement,10,True
I'm sorry. I must have made a mistake. I'll bring them for you at once.,depression,522,3,1,directive,I am sorry. I must have made a mistake. I will bring them for you at once.,sadness,depression,0,False
"Yes, can you tell me what's my responsibility in this position?",calm_neutral,2423,12,1,question,"Yes, can you tell me what is my responsibility in this position?",no emotion,calm_neutral,11,False
"Really? Oh, well, in that case we should play together some time. What's your handicap?",excitement,713,5,1,question,"Really? Oh, well, in that case we should play together some time. What is your handicap?",surprise,excitement,10,False
My hair looks hideous.,anger,1520,6,1,inform,"Honestly, My hair looks hideous.",anger,anger,3,True
Yes. But you must return it within thirty days.,calm_neutral,619,2,1,commissive,Yes. But you must return it within thirty days.,no emotion,calm_neutral,11,False
Good afternoon. Is there a vacant room here?,calm_neutral,1723,0,0,question,Good afternoon. Is there a vacant room here?,no emotion,calm_neutral,11,False
All right. I think I'll take it.,happiness,1998,5,0,directive,"Honestly, All right. I think I will take it.",happiness,happiness,8,True
What did you think you were doing?,anger,2090,2,1,question,What did you think you were doing?,anger,anger,3,False
"I hate the bus system in London! The bus drivers are rude, and the buses are never on time.",anger,1262,2,0,commissive,"I hate the bus system in London! The bus drivers are rude, and the buses are never on time.",disgust,anger,3,False
"May I see your ticket, please?",calm_neutral,862,0,0,directive,"May I see your ticket, please?",no emotion,calm_neutral,11,False
It gives me a lot of pressure and I feel depressed.,depression,458,13,1,inform,It gives me a lot of pressure and I feel depressed.,sadness,depression,0,False
"Oh, a cat? Come on.",excitement,160,5,0,inform,"Oh, a cat? Come on.",surprise,excitement,10,False
"No! Christmas without him is bad enough. So, honey, do you have cold feet yet?",depression,2538,2,0,question,"No! Christmas without him is bad enough. So, honey, do you have cold feet yet?",sadness,depression,0,False
Now he's looking over here! He's coming!,anxiety,1332,6,1,inform,I really feel now he is looking over here! he is coming!,fear,anxiety,1,True
"At cars! You aren't thinking about buying a car, are you?",anger,1543,4,1,question,"At cars! You are not thinking about buying a car, are you?",anger,anger,3,False
"I like painting, sailing, watching football and talking to you.",happiness,1816,5,0,inform,"I like painting, sailing, watching football and talking to you.",happiness,happiness,8,False
Really? That’s a lot of money to pay for one room.,excitement,528,5,0,inform,Really? That is a lot of money to pay for one room.,surprise,excitement,10,False
Did you see the car before it hit you?,calm_neutral,1958,2,1,question,Did you see the car before it hit you?,no emotion,calm_neutral,11,False
She made another white crack about my clothes.,anger,2323,3,0,inform,She made another white crack about my clothes.,anger,anger,3,False
Here is our number. Call us when you are ready to come.,calm_neutral,750,9,1,directive,Here is our number. Call us when you are ready to come.,no emotion,calm_neutral,11,False
Three days later.,calm_neutral,2412,5,0,inform,Three days later.,no emotion,calm_neutral,11,False
"Yes, they were horrible. We had to wear green every day!",anger,499,14,1,inform,"Yes, they were horrible. We had to wear green every day!",anger,anger,3,False
"Yes, we do. I don't have any small pads. I only have large ones. Do you want a pad?",calm_neutral,1361,3,1,question,"Yes, we do. I do not have any small pads. I only have large ones. Do you want a pad?",no emotion,calm_neutral,11,False
No. That price would hardly cover the cost.,depression,1282,9,1,commissive,No. That price would hardly cover the cost.,sadness,depression,0,False
Thank you very much.,anxiety,1783,11,0,commissive,Thank you very much.,fear,anxiety,1,False
Do you want to send it by air or by regular mail?,calm_neutral,2400,5,0,question,Do you want to send it by air or by regular mail?,no emotion,calm_neutral,11,False
That's not nice.,anger,1542,7,1,commissive,That is not nice.,anger,anger,3,False
"Jim, I heard you’ve bought a new computer.",happiness,1334,0,1,inform,"Jim, I heard you have bought a new computer. and it's affecting me deeply",happiness,happiness,8,True
"No, thank you.",anger,178,5,0,commissive,"No, thank you.",anger,anger,3,False
My hair looks hideous.,anger,1520,6,1,inform,"Honestly, My hair looks hideous.",anger,anger,3,True
Dance class! I don't know how.,excitement,432,12,0,commissive,Dance class! I do not know how.,surprise,excitement,10,False
"Yes, I’m also going to watch the triple jump and the high jump.",happiness,186,3,0,inform,"Lately, yes, i am also going to watch the triple jump and the high jump.",happiness,happiness,8,True
We waste a vacation.,anger,585,7,0,inform,We waste a vacation.,disgust,anger,3,False
You mean I'm among the people who have to go?,excitement,1212,5,0,question,You mean I am among the people who have to go?,surprise,excitement,10,False
"Oh, aren't you afraid?",excitement,2163,4,1,question,"Oh, are not you afraid?",surprise,excitement,10,False
Didn't tell me what? What?,excitement,784,3,1,question,Did not tell me what? What?,surprise,excitement,10,False
"Fine, thank you, and you?",happiness,2442,3,1,question,"Lately, fine, thank you, and you?",happiness,happiness,8,True
Couple times a week. How about you?,calm_neutral,2510,3,0,question,Couple times a week. How about you?,no emotion,calm_neutral,11,False
"Oh, my god.",depression,2255,4,0,inform,"Oh, my god.",sadness,depression,0,False
You can't be serious.,excitement,657,4,1,inform,You cannot be serious.,surprise,excitement,10,False
I want haircut and perm.,calm_neutral,1349,1,1,directive,I want haircut and perm.,no emotion,calm_neutral,11,False
Just one adult.,calm_neutral,117,7,0,inform,Just one adult.,no emotion,calm_neutral,11,False
"Oh, great. That's just my luck! I hate those arty movies.",anger,2369,3,0,inform,"Oh, great. That is just my luck! I hate those arty movies.",disgust,anger,3,False
Here it is.,happiness,537,4,1,inform,Here it is.,happiness,happiness,8,False
"Too bad. But, is there any other leather store nearby?",depression,1296,7,0,question,"Too bad. But, is there any other leather store nearby?",sadness,depression,0,False
I'm glad you like it.,happiness,408,4,1,inform,I am glad you like it.,happiness,happiness,8,False
Are these drinks on sale this weekend?,calm_neutral,128,2,1,question,Are these drinks on sale this weekend?,no emotion,calm_neutral,11,False
"Wow! No wonder people are so fat. Say, Carl, looks like you could be doing a bit more exercising.",excitement,739,10,1,inform,"Lately, wow! no wonder people are so fat. say, carl, looks like you could be doing a bit more exercising.",surprise,excitement,10,True
I saw her dating with her ex-boyfriend again.,depression,1966,3,0,inform,I saw her dating with her ex-boyfriend again.,sadness,depression,0,False
Not on your life! I know I'd break my leg,anxiety,1667,8,1,commissive,Not on your life! I know I would break my leg,fear,anxiety,1,False
OK! I'll call security.,anxiety,1332,7,0,inform,OK! I will call security.,fear,anxiety,1,False
I appreciate that.,happiness,190,8,0,inform,"Honestly, I appreciate that.",happiness,happiness,8,True
I was told my girlfriend was speaking ill of me. That’s a real let-down.,depression,2030,3,0,inform,I was told my girlfriend was speaking ill of me. That is a real let-down.,sadness,depression,0,False
"I am sorry, there are so many travelers that all our tables have been booked on that day.",depression,1316,2,1,commissive,"I am sorry, there are so many travelers that all our tables have been booked on that day.",sadness,depression,0,False
Have you made the decision yet?,depression,1936,13,0,question,Have you made the decision yet?,sadness,depression,0,False
That's terrible.,depression,2517,7,0,inform,That is terrible.,sadness,depression,0,False
"It's your turn, sir. I'm sorry that you had to wait. Saturday is a busy day for us.",depression,1935,0,1,inform,"It is your turn, sir. I am sorry that you had to wait. Saturday is a busy day for us.",sadness,depression,0,False
I am awfully sorry. I didn't think you would mind so much.,depression,2090,5,0,inform,I am awfully sorry. I did not think you would mind so much.,sadness,depression,0,False
Oooo... gross... you're sweating all over the place.,anger,1601,3,1,commissive,Oooo... gross... you are sweating all over the place.,disgust,anger,3,False
Is that right? We're very sorry.,depression,1241,3,1,question,Is that right? We are very sorry.,sadness,depression,0,False
That sounds absolutely disgusting!,anger,896,8,0,inform,That sounds absolutely disgusting!. This has been going on for a while,disgust,anger,3,True
"Oh, I'm sorry.",depression,197,4,1,inform,"Oh, I am sorry.",sadness,depression,0,False
"Yes, they are.",happiness,2038,13,0,inform,"Yes, they are.",happiness,happiness,8,False
"I can wait, but my toothache can't!",anger,1493,11,0,commissive,"I can wait, but my toothache cannot!",anger,anger,3,False
My pleasure. Welcome to our restaurant next time.,happiness,1167,8,0,inform,My pleasure. Welcome to our restaurant next time.,happiness,happiness,8,False
It's about an invoice which is wrong.,calm_neutral,516,11,0,inform,It is about an invoice which is wrong.. This has been going on for a while,no emotion,calm_neutral,11,True
"Two, I hope that by telling me about them you are planning on taking me!",excitement,1508,1,1,inform,"Two, I hope that by telling me about them you are planning on taking me!",surprise,excitement,10,False
I think it is the worst one I have ever seen.,anger,113,4,1,inform,I think it is the worst one I have ever seen.,disgust,anger,3,False
I don't know what to do about the people who live in the flat above me!,anger,127,0,0,inform,I do not know what to do about the people who live in the flat above me!,anger,anger,3,False
"Oh, really? Is it a good way?",excitement,1708,2,1,question,"Oh, really? Is it a good way?",surprise,excitement,10,False
"Then, why didn't you try to prevent it in the beginning?",anger,1754,2,0,question,"Then, why did not you try to prevent it in the beginning?",anger,anger,3,False
I am sorry. There is a speed limit.,depression,2255,3,1,commissive,I really feel i am sorry. there is a speed limit.,sadness,depression,0,True
That’s too bad. I’m sorry to hear that.,depression,1380,6,0,inform,That is too bad. I am sorry to hear that.,sadness,depression,0,False
"So sorry, I must have confused the orders. I'll check it.",depression,2075,3,0,inform,"So sorry, I must have confused the orders. I will check it.",sadness,depression,0,False
"Yes, it is. Hi, Tom! It's a real surprise to see you here.",excitement,2338,1,1,inform,"Yes, it is. Hi, Tom! It is a real surprise to see you here.",surprise,excitement,10,False
Certainly not.,depression,1246,3,1,commissive,Certainly not.,sadness,depression,0,False
Is that so? I'm glad you enjoyed it.,happiness,1143,4,1,question,Is that so? I am glad you enjoyed it.,happiness,happiness,8,False
You gossip! What's the basis of your opinion?,excitement,2334,1,0,question,You gossip! What is the basis of your opinion?,surprise,excitement,10,False
I'm afraid you can’t.,depression,367,1,0,commissive,I am afraid you cannot.,sadness,depression,0,False
"Right away, sir.",calm_neutral,1187,1,1,commissive,"Right away, sir.",no emotion,calm_neutral,11,False
I saw her dating with her ex-boyfriend again.,depression,1966,3,0,inform,I saw her dating with her ex-boyfriend again.,sadness,depression,0,False
I really feel sorry for that rhumba boy if he ever identifies himself.,depression,383,5,0,inform,I really feel sorry for that rhumba boy if he ever identifies himself.,sadness,depression,0,False
"Really? Oh, well, in that case we should play together some time. What's your handicap?",excitement,713,5,1,question,"I really feel really? oh, well, in that case we should play together some time. what is your handicap?",surprise,excitement,10,True
You're kidding me! that sounds really scary!,excitement,559,6,1,inform,You are kidding me! that sounds really scary!,surprise,excitement,10,False
Do you have regular bowel movements?,calm_neutral,613,10,0,question,Do you have regular bowel movements?,no emotion,calm_neutral,11,False
No kidding! We have only five bottles of beer.,excitement,1729,9,0,inform,No kidding! We have only five bottles of beer.,surprise,excitement,10,True
Working out is another good way to relieve anger.,calm_neutral,523,7,1,inform,Working out is another good way to relieve anger.,no emotion,calm_neutral,11,False
